Author,Content,Date,Language,Location,Number of Likes,Number of Retweets,In Reply To,Author Name,Author Description,Author Statuses Count,Author Favourites Count,Author Friends Count,Author Followers Count,Author Listed Count,Author Verified,Longitude,Latitude
@HardyKabeya,@ReportageRFI @RFIAfrique @soniarolley Pourriez vous ecrire un article faisant un bilan des 38 ans de sa presidence… https://t.co/8WBd8qcW1F,2017-09-13 09:16:52,fr,,0.0,0.0,@ReportageRFI,Hardy KABEYA,,112.0,30.0,19.0,40.0,0.0,False,,
@ida_sawyer,RT @Tresor_k: #RDC : la suite de l excellent travail de @soniarolley sur le #Kasai. a lire a tout prix! https://t.co/0vTYdp8Sdv,2017-09-13 09:15:12,fr,,0.0,48.0,,Ida Sawyer,Central Africa director at Human Rights Watch,4938.0,240.0,735.0,43702.0,221.0,False,,
@BonvinRusangiza,"@albcontact @soniarolley en manque d idee, cherche une illumination en racontant des charlatans assise dans la cuis… https://t.co/ZIagjafEom",2017-09-13 09:06:47,fr,,0.0,0.0,@albcontact,Bonvin Rusangiza Jo,"Here we are back at the begining
Am an African born, son of Rwanda. Proud of Rwanda & YES a proud farmer",3625.0,4251.0,235.0,114.0,17.0,False,,
@pacifique2016,"#Exclusif #RDC #Violences au #Kasai: Bunkonde, l’execution de deux experts de l’ONU @soniarolley https://t.co/ooSuEaexKe via @RFI",2017-09-13 09:02:15,fr,,0.0,0.0,,Pacifique CISAGARA,EB,4947.0,5253.0,833.0,80.0,0.0,False,,
@Mulongeshi75,@soniarolley @RFI Nous allons tout doucement vers l eclatement de la verite. Merci @soniarolley @RFIAfrique . Nous allons y arriver....,2017-09-13 08:59:50,fr,,0.0,0.0,@soniarolley,SANGA Lubangu,"Ne a Kinshasa, Ingenieur, Je suis experte en gestion de projet d  ID biometrique+document securise. Mes tweets n engagent que moi.",1677.0,1263.0,120.0,267.0,6.0,False,,
@ntondo15,RT @ReportageRFI: L’ #Angola apres 38 ans de dos Santos. Un @ReportageRFI de @soniarolley &gt;&gt;&gt; https://t.co/uR0iybr5zq https://t.co/OAsCRWME…,2017-09-13 08:57:58,fr,,0.0,8.0,,ntondo,,102605.0,16860.0,746.0,1451.0,79.0,False,,
@aaronross6,"RT @judithverweijen: Again UN over-relying on single informant with hidden agendas. Strongly resembles story of Mr. X in the Grand Nord
htt…",2017-09-13 08:56:28,en,,0.0,10.0,,Aaron Ross,Reuters DRC correspondent. Oxford dropout. Ancien New Jerseyite. aaron.ross@thomsonreuters.com; DMs open.,12787.0,1770.0,981.0,4278.0,178.0,False,,
@Mutama2017,Burundi : Le bureau de @UNHumanRights bujumbura attaque penetre par des escadrons armes la nuit derniere.… https://t.co/NjyFbH54OB,2017-09-13 08:55:50,fr,,1.0,2.0,,Mutama,Courage,257.0,10.0,119.0,296.0,0.0,False,,
@juantedbelkas,"RT @soniarolley: #RDC #Kasai : Jean Bosco Mukanda, simple temoin ou chef de milice implique ds le meurtre? https://t.co/TfW50Ym5ZT https://…",2017-09-13 08:55:47,fr,,0.0,22.0,,Ted Beleshayi,"consultant financier, congolais, diplome en finance et economie monetaire.",40951.0,23593.0,3370.0,11036.0,38.0,False,,
@juantedbelkas,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 08:54:59,fr,,0.0,40.0,,Ted Beleshayi,"consultant financier, congolais, diplome en finance et economie monetaire.",40951.0,23593.0,3370.0,11036.0,38.0,False,,
@ElvisContrazal,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 08:51:59,en,,0.0,17.0,,Elvis Contrazal,"Saviez-vous si tout le monde savait c est que tout le monde dit sur tout le monde, personne ne parlerait a personne",1951.0,1530.0,368.0,68.0,1.0,False,,
@judithverweijen,Again UN over-relying on single informant with hidden agendas. Strongly resembles story of Mr. X in the Grand Nord… https://t.co/8PWkDXi2dB,2017-09-13 08:49:43,en,,9.0,10.0,,Judith Verweijen,"FWO Postdoctoral Fellow, Ghent University. Researching militarization in DRC at intersection of conflict studies, political ecology & critical military studies.",844.0,43.0,200.0,1664.0,52.0,False,,
@mazealino,"https://t.co/Jm9yNrsVJR 
L empire financier du clan Kabila !
Nous avons trouve du boulot pour @BNzimbi ..Va-t-elle defier @soniarolley ?",2017-09-13 08:46:38,fr,,4.0,3.0,,Alain Masudi,"PRESIDENT ARC BENELUX         
 G7 BENELUX                                  
HEC ACCOUNTING/FINANCING      
#BONNE GOUVERNANCE",4149.0,1363.0,445.0,1008.0,9.0,False,,
@Ekumanyi,"@soniarolley @du_congo Et c est un scoop ?  Quel cynisme ! Ayez au moins la compassion  pour les familles de vos compatriotes, bon sang !",2017-09-13 08:42:56,fr,,0.0,0.0,@soniarolley,Kumbaka ka Numakongo,Veilleur  eveille  - Kema fumbe,1054.0,218.0,300.0,67.0,0.0,False,,
@Ekumanyi,"@soniarolley @du_congo Bla, bla, bla, bla, il suffit de visionner la video  de leur execution par les kamuina nsapu… https://t.co/rFixlcwsSX",2017-09-13 08:40:13,fr,,1.0,0.0,@soniarolley,Kumbaka ka Numakongo,Veilleur  eveille  - Kema fumbe,1054.0,218.0,300.0,67.0,0.0,False,,
@AnicetOkie,RT @AnicetOkie: Hysterisation de l information et inbox.pr exacerber les tensions en RDC. @Ambhenrimova @soniarolley @BoshabEvariste #RDC,2017-09-13 08:39:19,fr,,0.0,2.0,,anicet mbung okie,,1048.0,1371.0,196.0,370.0,0.0,False,,
@notrerdc,"L apogee de regne du dernier tyran congolais Kabila est au terminus, apres celui de #Chebeya voila un autre des experts ONU, @soniarolley",2017-09-13 08:36:54,fr,,5.0,0.0,,Victor Tesongo RDC,"#Kabilaexit😏Un tyran de renom avere,certifie et un element perturbateur en Rdc #Levonsnous. #ActivisteProdemocratie de la @luchardc WhatsApp +243847204770",4028.0,2094.0,312.0,806.0,5.0,False,,
@CONGOLOVE_1,@DidierMokula @TopCongo @moise_katumbi @Bmueka @fatshi13 @sindika_dokolo @EgliseCatholiq4 @MartinFayulu… https://t.co/IMaQkVbqNj,2017-09-13 08:29:23,fr,,0.0,0.0,@DidierMokula,LUMUMBA,,792.0,93.0,368.0,176.0,0.0,False,,
@BanyangaCyprien,"RT @leawesterhoff: #Exclusif #RDC #Violences au #Kasai: Bunkonde, l’execution de deux experts de l’ONU @soniarolley https://t.co/sZP9f0UVDN…",2017-09-13 08:28:33,fr,,0.0,6.0,,Cyprien Banyanga,"Journaliste independant,  cultivateur au plateau des Bateke.",702.0,40.0,410.0,630.0,2.0,False,,
@kabongo_richard,RT @ReportageRFI: L’ #Angola apres 38 ans de dos Santos. Un @ReportageRFI de @soniarolley &gt;&gt;&gt; https://t.co/uR0iybr5zq https://t.co/OAsCRWME…,2017-09-13 08:25:07,fr,,0.0,8.0,,Kabongo Richard,Greffier Financier,37399.0,70440.0,760.0,1253.0,27.0,False,,
@ntondo15,RT @JPetitn: Je crois Kabila voulait cacher les traces du massacre des Kasaiens qu ils tuait avec le soutien d BanaMura.@EddyMwela @ntukabi…,2017-09-13 08:23:23,fr,,0.0,3.0,,ntondo,,102605.0,16860.0,746.0,1451.0,79.0,False,,
@ALokuli,@kamanda_kela @LwarhibaM @MukadiBamuanya @mbuyi_henry @patrickmutambay @LiteAndre @soniarolley @MikaSakombi… https://t.co/Pb8U6B4khe,2017-09-13 08:23:01,fr,,0.0,0.0,@kamanda_kela,Albert Lokuli,,318.0,79.0,257.0,26.0,0.0,False,,
@VivianeNabuholo,RT @EddyMwela: Enquete sur le Kasai suite ! Bien documentee.Ns profitons de l occasion pour demander a @BNzimbi  les 1000 pages de sont rap…,2017-09-13 08:18:05,fr,,0.0,14.0,,Viviane nabuholo,Hope for the best. Make joy your target. Plunge  into the ocean of life with heart within and God over head.,16654.0,12250.0,256.0,800.0,13.0,False,,
@havyaye,RT @albcontact: C est peutetre le souhait de quelqu un mais il n y a aucun media au #Rwanda dans cette situation..... https://t.co/RskVuGut…,2017-09-13 08:16:41,fr,,0.0,1.0,,NEEMA,"LOVE ALL, TRUST FEW & DO WRONG TO NONE",2298.0,639.0,243.0,265.0,5.0,False,,
@pnzonge16,@zairemonene @RogerKengele @soniarolley Les tutsi rwandais amenes par muzee le fou.,2017-09-13 08:12:57,und,,1.0,0.0,@zairemonene,peter nzonge,,178.0,785.0,213.0,29.0,0.0,False,,
@EddyMwela,RT @fmazet: Experts de l’ONU tues en #RDC: un enregistrement suggere la piste d un guet-apens. l enquete de @RFI @soniarolley https://t.co/…,2017-09-13 08:08:51,fr,,0.0,1.0,,Eddy Mwela,Economist - Specialist Finance Bank- Financial Analyst-Budget Planification /Political and economical analyst-Fight for change #DRC#Tshisekediste#RIP Tshisekedi,37827.0,19872.0,1893.0,7670.0,32.0,False,,
@notrerdc,@soniarolley @RFI excellent travail pour la verite,2017-09-13 08:08:45,fr,,3.0,0.0,@soniarolley,Victor Tesongo RDC,"#Kabilaexit😏Un tyran de renom avere,certifie et un element perturbateur en Rdc #Levonsnous. #ActivisteProdemocratie de la @luchardc WhatsApp +243847204770",4028.0,2094.0,312.0,806.0,5.0,False,,
@cehamortcy1971,"RT @Monfra5: @soniarolley @MONUSCO dois dire arret de tuerie, de massacre. De toute le facon elle est complice avec le gouvernement",2017-09-13 08:06:32,fr,,0.0,2.0,,Shaniqua Adkins,,1551.0,1545.0,0.0,11.0,0.0,False,,
@fullbright22,RT @lilyoyo77: @fullbright22 @soniarolley @ida_sawyer Totalement   !,2017-09-13 08:06:11,und,,0.0,1.0,,LeCongolaisLambda 💣,"Aviation geek, traveler & adventurer. ❤️ Gothic & victorian architecture, ✈️ around the 🌎 to learn about cultures, lifestyle & eat lots of food #WorldCitizen",44347.0,29986.0,1159.0,7835.0,46.0,False,,
@Saphnatpanea,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 08:05:37,fr,,0.0,40.0,,Ephraim MIKADO ,"Youth belong to mankind, kind-hearted with good people i m an advocate of a great phenomenal change in #DRC right now
you ll never walk alone
@LFC supporterTX",213490.0,74.0,489.0,1303.0,457.0,False,,
@Armandinho1987,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 08:02:44,fr,,0.0,68.0,,Armand Okende,Chercheur en Biologie des organismes et ecologie. Gestion de la Biodiversite et Environnements des Vegetaux Tropicaux. Universite Libre de Bruxelles(ULB).,12032.0,5475.0,1383.0,433.0,20.0,False,,
@83Kindy,RT ReportageRFI: L’ #Angola apres 38 ans de dos Santos. Un ReportageRFI de soniarolley &gt;&gt;&gt; https://t.co/SFoniGZFGu https://t.co/d62NfGII4d,2017-09-13 08:02:18,fr,,0.0,0.0,,kindy Drame 🤓,From #Guinee web entrepreneur digitale nomade et activiste Guineen Founder of @silyweb @stopviolguinee @conakrylemag #Conakry #Nice06 #Palestine #SEO,334752.0,15496.0,393.0,30601.0,2485.0,False,,
@RFI,RT @ReportageRFI: L’ #Angola apres 38 ans de dos Santos. Un @ReportageRFI de @soniarolley &gt;&gt;&gt; https://t.co/uR0iybr5zq https://t.co/OAsCRWME…,2017-09-13 07:59:01,fr,,0.0,8.0,,RFI,@RFI La radio d actualite internationale francaise. L actualite du monde et de l Afrique en direct 24/24h ! Instagram @rfi.fr,211509.0,2259.0,613.0,1595958.0,4607.0,True,,
@RFIAfrique,RT @ReportageRFI: L’ #Angola apres 38 ans de dos Santos. Un @ReportageRFI de @soniarolley &gt;&gt;&gt; https://t.co/uR0iybr5zq https://t.co/OAsCRWME…,2017-09-13 07:59:01,fr,,0.0,8.0,,RFI Afrique,Compte dedie a l information africaine publiee par @RFI La radio internationale francaise. L actualite de l Afrique en direct 24/24h !,56309.0,829.0,380.0,798350.0,1454.0,True,,
@RFImag,RT @ReportageRFI: L’ #Angola apres 38 ans de dos Santos. Un @ReportageRFI de @soniarolley &gt;&gt;&gt; https://t.co/uR0iybr5zq https://t.co/OAsCRWME…,2017-09-13 07:59:01,fr,,0.0,8.0,,RFI Mag,"Actualite, debats, sante, culture, sports, tous les programmes de @RFI , c est ici !",40603.0,778.0,249.0,13383.0,216.0,False,,
@ReportageRFI,L’ #Angola apres 38 ans de dos Santos. Un @ReportageRFI de @soniarolley &gt;&gt;&gt; https://t.co/uR0iybr5zq https://t.co/OAsCRWMEhY,2017-09-13 07:58:12,fr,,17.0,8.0,,GrandReportageRFI,"Les reportages des envoyes speciaux et correspondants de RFI, partout dans le monde. Du lundi au vendredi a 06h37, 09h40 et 14h10.",802.0,262.0,135.0,10040.0,50.0,False,,
@albcontact,C est peutetre le souhait de quelqu un mais il n y a aucun media au #Rwanda dans cette situation..... https://t.co/RskVuGutO1,2017-09-13 07:56:14,fr,,2.0,1.0,,Albert Rudatsimburwa,"Cangaceiro
Music Journalism Media Entertainment Kind of Blue 1959 edition. Speak Truth ... Even if they put you in a straight jacket",81157.0,18427.0,835.0,27982.0,263.0,False,,
@djodjoikt,"@actualitecd @soniarolley C est une suggestion?Ces pays de  la CIRGL pour convaincre,doivent brandir des moyens leg… https://t.co/FJ5rqFNSbx",2017-09-13 07:53:55,fr,,1.0,0.0,@actualitecd,DJODJO,Manager,93.0,555.0,279.0,40.0,0.0,False,,
@digitaldjeli,#DRC Bunkonde - the execution of the 2 UN Experts https://t.co/Qu9qv2Wntr  Ch4 in @soniarolley s excellent webdoc reveals incredible details,2017-09-13 07:53:39,en,,0.0,0.0,,digitaldjeli,"SOAS, ex BBC World Service, Freelance:
TV, radio, online, print, photography, video, 
Beni N Kivu DR Congo +243 0812 05 2776",39733.0,11288.0,2650.0,6268.0,274.0,False,,
@Katangapost243,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 07:52:02,fr,,0.0,40.0,,Katanga Post,,15801.0,11821.0,1121.0,766.0,17.0,False,,
@Katangapost243,"RT @soniarolley: #RDC #Kasai : Jean Bosco Mukanda, simple temoin ou chef de milice implique ds le meurtre? https://t.co/TfW50Ym5ZT https://…",2017-09-13 07:50:43,fr,,0.0,22.0,,Katanga Post,,15801.0,11821.0,1121.0,766.0,17.0,False,,
@kinshasaweb,"RT @luchaRDC: #Kasai/Meurtre experts: une contre-enquete remet tres serieusement en cause les versions du gouv.#RDC, de la justice militair…",2017-09-13 07:47:04,fr,,0.0,22.0,,#LePaysVaTresMal🇨🇩,Twitter officiel de https://t.co/R42GiHkP0w ..Mes tweets s engagent vers l Afrique... service@congo-kinshasaweb.net I #BBM: D87E3D28,296902.0,53719.0,986.0,8119.0,1214.0,False,,
@SoraZiZ,"RT @jasonkstearns: @soniarolley, again, digs deep and reminds us how suspicious death of MJ and Z was, how little UN BoI uncovered. https:/…",2017-09-13 07:42:49,en,,0.0,17.0,,iSoraya,"2017 = Family year/Mother of many/
Founded @nyota_drc⛦ with @sergemike/
#BDS,
Understanding,Service,Compassion,Love/
Happy and blessed, Faith & Victory/#Lucha➡",138476.0,39028.0,811.0,30639.0,209.0,False,,
@SoraZiZ,"RT @luchaRDC: #Kasai/Meurtre experts: une contre-enquete remet tres serieusement en cause les versions du gouv.#RDC, de la justice militair…",2017-09-13 07:42:24,fr,,0.0,22.0,,iSoraya,"2017 = Family year/Mother of many/
Founded @nyota_drc⛦ with @sergemike/
#BDS,
Understanding,Service,Compassion,Love/
Happy and blessed, Faith & Victory/#Lucha➡",138476.0,39028.0,811.0,30639.0,209.0,False,,
@Saphnatpanea,RT @IlungaJj: @soniarolley Les preuves vont plus s accumuler contre Kabila et ses sbires executants sur terrain. #MeurtreZaidaSharp  #LaVer…,2017-09-13 07:40:10,fr,,0.0,3.0,,Ephraim MIKADO ,"Youth belong to mankind, kind-hearted with good people i m an advocate of a great phenomenal change in #DRC right now
you ll never walk alone
@LFC supporterTX",213490.0,74.0,489.0,1303.0,457.0,False,,
@Saphnatpanea,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 07:39:25,fr,,0.0,68.0,,Ephraim MIKADO ,"Youth belong to mankind, kind-hearted with good people i m an advocate of a great phenomenal change in #DRC right now
you ll never walk alone
@LFC supporterTX",213490.0,74.0,489.0,1303.0,457.0,False,,
@AlibabaRDC,"@luchaRDC @kabongo_richard Au passage, ceux qui esperaient voir @RFI mettre de l eau dans son vin informatif ont et… https://t.co/VvgsuH8e1R",2017-09-13 07:39:18,fr,,1.0,0.0,@luchaRDC,ALI BABA,curieux de tout,19909.0,25967.0,909.0,2888.0,7.0,False,,
@MukadiJoseph,"RT @soniarolley: #RDC #Kasai : Jean Bosco Mukanda, simple temoin ou chef de milice implique ds le meurtre? https://t.co/TfW50Ym5ZT https://…",2017-09-13 07:37:36,fr,,0.0,22.0,,Joseph Mukadi,,1550.0,1280.0,188.0,62.0,0.0,False,,
@MukadiJoseph,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 07:36:09,fr,,0.0,40.0,,Joseph Mukadi,,1550.0,1280.0,188.0,62.0,0.0,False,,
@JeanPathaty,"RT @soniarolley: #RDC #Kasai : Jean Bosco Mukanda, simple temoin ou chef de milice implique ds le meurtre? https://t.co/TfW50Ym5ZT https://…",2017-09-13 07:33:56,fr,,0.0,22.0,,Jean Pathaty Makambo,,13243.0,1912.0,108.0,350.0,18.0,False,,
@lepackyramix,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 07:33:14,fr,,0.0,40.0,,Packy Ngandu,Event Manager,100.0,593.0,166.0,142.0,1.0,False,,
@infosnewsn1,RDC : contre-enquete sur l’execution de deux experts de l’ONU @soniarolley https://t.co/S0EunqFU32,2017-09-13 07:32:09,fr,,0.0,0.0,,INFOSNEWS,INFOS - 24/7/365 - NEWS right here: https://t.co/60JYE91aVE &   https://t.co/25mR13mK7O - ENJOY YOUR STAY !,96005.0,1.0,50.0,11.0,2.0,False,,
@MosinzoPatcho,"@soniarolley @luchaRDC C etait 1 traknar c clair, Gvt cgls =auteur c clair. CQFD= nivo+rzon implicat° autorites… https://t.co/hI2fO2lxJI",2017-09-13 07:31:43,fr,,0.0,0.0,@soniarolley,Patcho Mosinzo,,2318.0,1615.0,117.0,70.0,6.0,False,,
@JeanPathaty,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 07:31:08,fr,,0.0,40.0,,Jean Pathaty Makambo,,13243.0,1912.0,108.0,350.0,18.0,False,,
@Saphnatpanea,"RT @luchaRDC: Soit l ONU a choisi d ignorer certains faits, soit elle a eu recours aux memes interpretes patentes a l ANR qui leur ont defo…",2017-09-13 07:30:55,fr,,0.0,3.0,,Ephraim MIKADO ,"Youth belong to mankind, kind-hearted with good people i m an advocate of a great phenomenal change in #DRC right now
you ll never walk alone
@LFC supporterTX",213490.0,74.0,489.0,1303.0,457.0,False,,
@kabongo_richard,"RT @luchaRDC: #Kasai/Meurtre experts: une contre-enquete remet tres serieusement en cause les versions du gouv.#RDC, de la justice militair…",2017-09-13 07:30:09,fr,,0.0,22.0,,Kabongo Richard,Greffier Financier,37399.0,70440.0,760.0,1253.0,27.0,False,,
@Saphnatpanea,"RT @luchaRDC: #Kasai/Meurtre experts: une contre-enquete remet tres serieusement en cause les versions du gouv.#RDC, de la justice militair…",2017-09-13 07:29:33,fr,,0.0,22.0,,Ephraim MIKADO ,"Youth belong to mankind, kind-hearted with good people i m an advocate of a great phenomenal change in #DRC right now
you ll never walk alone
@LFC supporterTX",213490.0,74.0,489.0,1303.0,457.0,False,,
@vinny_tanda,"@to_boyi_coloni @soniarolley Les dirigeants noir sont source de dictature et de barbarie envers leurs freres, devons-nous les ecouter?",2017-09-13 07:27:59,fr,,5.0,0.0,@to_boyi_coloni,Vinny de Dieu,"J aime le seigneur Jesus. Je suis chretien, predicateur de la parole",35.0,20.0,337.0,12.0,0.0,False,,
@JeanPathaty,RT @Tresor_k: #RDC : la suite de l excellent travail de @soniarolley sur le #Kasai. a lire a tout prix! https://t.co/0vTYdp8Sdv,2017-09-13 07:24:35,fr,,0.0,48.0,,Jean Pathaty Makambo,,13243.0,1912.0,108.0,350.0,18.0,False,,
@Gamanhyj,@soniarolley @MichaelTshi Impressionnant,2017-09-13 07:20:46,fr,,1.0,0.0,@soniarolley,Kadjedo M,etre vivant,6216.0,4816.0,554.0,520.0,4.0,False,,
@LGouvernement,@soniarolley @RFI Crime d Etat,2017-09-13 07:15:42,fr,,0.0,0.0,@soniarolley,Le Gouvernement,J aime mon pays la RDC,396.0,24.0,641.0,61.0,0.0,False,,
@kinshasaweb,RT @rkitsita: #RDC:Merci Beaucoup !😍. @ligodipatient @Tresor_k @lusakuenoc @PauletteKimpio1 @soniarolley @juvenalmunubo @actualitecd @Thoma…,2017-09-13 07:12:27,fr,,0.0,2.0,,#LePaysVaTresMal🇨🇩,Twitter officiel de https://t.co/R42GiHkP0w ..Mes tweets s engagent vers l Afrique... service@congo-kinshasaweb.net I #BBM: D87E3D28,296902.0,53719.0,986.0,8119.0,1214.0,False,,
@DavyNegi,RDC : contre-enquete sur l’execution de deux experts de l’ONU soniarolley https://t.co/W5MgGRNbfB,2017-09-13 07:09:42,fr,,0.0,0.0,,💢Davy 💢,#Orange #Digital #SocialMedia #Marketing #BigData #IoT #SmartHome,94460.0,518.0,751.0,1206.0,2423.0,False,,
@lautard65,RT @Limportant_fr: RDC : contre-enquete sur l execution de deux experts de l ONU https://t.co/PwQdOXpYhl @soniarolley https://t.co/I0dmITqi…,2017-09-13 07:08:17,fr,,0.0,2.0,,lautardcorinne,compte de secours lautard7,169869.0,74016.0,1614.0,2486.0,416.0,False,,
@Lionel_SN,"RT @OliverMushimire: Contact FM got shut down for tax arrears, but RRA wasn t called names &amp; the likes of @KenRoth &amp; @Smith_JeffreyT didn t…",2017-09-13 07:07:56,en,,0.0,1.0,,Lionel Sunshine,"#Burundi

The wealthiest place on the planet is the cemetery. There lies buried the greatest treasure of untapped potential:Myles Monroe",25429.0,5041.0,491.0,2997.0,37.0,False,,
@TournonsLaPage,RT @Limportant_fr: RDC : contre-enquete sur l execution de deux experts de l ONU https://t.co/PwQdOXpYhl @soniarolley https://t.co/I0dmITqi…,2017-09-13 07:07:26,fr,,0.0,2.0,,TournonsLaPage,"Campagne qui reunit des acteurs (associations, intellectuels, artistes...) d Afrique et d Europe pour promouvoir la democratie et l alternance en Afrique.",5294.0,1123.0,1506.0,1894.0,48.0,False,,
@Limportant_fr,RDC : contre-enquete sur l execution de deux experts de l ONU https://t.co/PwQdOXpYhl @soniarolley https://t.co/I0dmITqiWg,2017-09-13 07:07:10,fr,,0.0,2.0,,L important,Le site l Important selectionne des tweets du monde entier pour en retenir...l important. L info par les reseaux sociaux.,600797.0,2752.0,1138.0,89138.0,2174.0,True,,
@oliverbadgrapes,RDC : contre-enquete sur l’execution de deux experts de l’ONU https://t.co/H3udcUxyC8 @soniarolley #a https://t.co/tMbkaawCZp,2017-09-13 07:06:43,fr,,0.0,0.0,,Olivier Mauraisin,#infoaddict Veille et prescription. Parce que c est important.,5108.0,574.0,2782.0,278.0,2.0,False,,
@OliverMushimire,"Contact FM got shut down for tax arrears, but RRA wasn t called names &amp; the likes of @KenRoth &amp; @Smith_JeffreyT did… https://t.co/sZR7YpvYzR",2017-09-13 07:05:13,en,,2.0,1.0,,Mushimire Olivier,Thankful for Rwanda,7063.0,11183.0,1205.0,843.0,22.0,False,,
@rkitsita,#RDC:Merci Beaucoup !😍. @ligodipatient @Tresor_k @lusakuenoc @PauletteKimpio1 @soniarolley @juvenalmunubo… https://t.co/6oyGsjedP9,2017-09-13 07:02:59,fr,,9.0,2.0,,Rachel Kitsita,Journaliste.Redactrice  en chef adjointe a Numerica Tv. Presentatrice d emissions et reporter. Le  Congo ma passion.,1889.0,1403.0,411.0,8898.0,12.0,False,,
@Chriskalambaie,"RT @OlivierKamitatu: Crime d Etat devenu secret de polichinelle. Avec en toile de fond, l insoutenable impunite des commanditaires qui para…",2017-09-13 06:55:23,fr,,0.0,68.0,,Chris,#InfoSec #Network Specialist - In Love with Congo - DRC Shall Rise to Shine  - Lord Knows!,18853.0,3572.0,609.0,1475.0,72.0,False,,
@dtourell,"RT @pilabuda: latest on murder of two #UN experts in #DRC, incredible investigative reporting @soniarolley https://t.co/lespVdvx4X",2017-09-13 06:44:21,en,,0.0,2.0,,Diane E. Tourell,"Canadian lawyer and practitioner of international human rights law, working with the UN to re-establish the rule of law in the Democratic Republic of Congo.",28844.0,16730.0,670.0,733.0,71.0,False,,
@bkamuene,@soniarolley @APRODECasbl @RFI 7affaire n interresse plus personne. pas meme les parents des victims qui se sont fa… https://t.co/e8xp5LwmWO,2017-09-13 06:33:41,fr,US,0.0,0.0,@soniarolley,Benoit Kamuene,,1169.0,548.0,1235.0,209.0,2.0,False,,
@luchaRDC,"Soit l ONU a choisi d ignorer certains faits, soit elle a eu recours aux memes interpretes patentes a l ANR qui leu… https://t.co/gJiy9GtLgn",2017-09-13 06:33:35,fr,,4.0,3.0,,LUCHA,Compte officiel du mouvement citoyen Lutte pour le Changement (#LUCHA) en Republique Democratique du #Congo (#RDC) | Liberte.Justice.Dignite | #DeboutCongolais!,16044.0,4092.0,1696.0,62555.0,159.0,True,,
@luchaRDC,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 06:31:34,fr,,0.0,40.0,,LUCHA,Compte officiel du mouvement citoyen Lutte pour le Changement (#LUCHA) en Republique Democratique du #Congo (#RDC) | Liberte.Justice.Dignite | #DeboutCongolais!,16044.0,4092.0,1696.0,62555.0,159.0,True,,
@luchaRDC,"RT @soniarolley: #RDC #Kasai : Jean Bosco Mukanda, simple temoin ou chef de milice implique ds le meurtre? https://t.co/TfW50Ym5ZT https://…",2017-09-13 06:30:44,fr,,0.0,22.0,,LUCHA,Compte officiel du mouvement citoyen Lutte pour le Changement (#LUCHA) en Republique Democratique du #Congo (#RDC) | Liberte.Justice.Dignite | #DeboutCongolais!,16044.0,4092.0,1696.0,62555.0,159.0,True,,
@luchaRDC,"#Kasai/Meurtre experts: une contre-enquete remet tres serieusement en cause les versions du gouv.#RDC, de la justic… https://t.co/r5Qi2bYXI0",2017-09-13 06:27:58,fr,,27.0,22.0,,LUCHA,Compte officiel du mouvement citoyen Lutte pour le Changement (#LUCHA) en Republique Democratique du #Congo (#RDC) | Liberte.Justice.Dignite | #DeboutCongolais!,16044.0,4092.0,1696.0,62555.0,159.0,True,,
@Sedoux1,RT @EddyMwela: Enquete sur le Kasai suite ! Bien documentee.Ns profitons de l occasion pour demander a @BNzimbi  les 1000 pages de sont rap…,2017-09-13 06:17:34,fr,,0.0,14.0,,Alix,,8068.0,3844.0,220.0,316.0,2.0,False,,
@nathalie_zokora,"@soniarolley Bravo @soniarolley pour vos investigations, ca c est du vrai journalisme ! God bless you",2017-09-13 06:11:00,fr,,1.0,0.0,@soniarolley,Nathalie Zokora,RT ≠ endorsement,4.0,545.0,103.0,0.0,2.0,False,,
@direct_congo,RT @soniarolley: #RDC #Kasai : Jose Tshibuabua etait charge de superviser de la mission des deux experts a Bunkonde selon des proches https…,2017-09-13 06:07:20,fr,,0.0,40.0,,CongoDirect,L information de la Republique democratique du Congo en direct,18423.0,77.0,277.0,547.0,2.0,False,,
